"Threat","Type","Direction","Vector","Pattern","Medium","Speed","Impact","Mutation","Attack_Strength","Speed_N","Impact_N","Attack_N","Propagation_Score","Risk_Level"
"Hacker_Passive","External","Cross","API","Random","Wireless",50.94,95.02,0.5,62.33,0.486075949367089,0.648179871520343,0.533532635774788,0.565,"Medium"
"Weak_Password","External","Backward","USB","Linear","Hybrid",42.59,45.02,0.71,53.96,0.401518987341772,0.29129193433262,0.450124564025909,0.372,"Medium"
"AI_Attack","External","Cross","USB","Random","Hybrid",60.27,50.87,0.72,40.57,0.580556962025316,0.333047822983583,0.316691579471849,0.402,"Medium"
"No_Encryption","External","Forward","Email","Linear","Wired",42.77,71.48,0.84,64.2,0.403341772151899,0.480157030692363,0.552167414050822,0.479,"Medium"
"AI_Attack","External","Backward","Cloud","Circular","Hybrid",41.53,68.81,0.44,71.44,0.390784810126582,0.461099214846538,0.624314897857499,0.489,"Medium"
"No_Encryption","Internal","Cross","Email","Circular","Hybrid",46.19,46.98,0.45,85.06,0.437974683544304,0.305281941470378,0.760039860488291,0.482,"Medium"
"No_Encryption","Internal","Forward","Email","Random","Hybrid",38.6,34.92,0.38,38.21,0.361113924050633,0.2192005710207,0.293173891380169,0.284,"Low"
"No_Encryption","Internal","Forward","Network","Linear","Wired",52.31,60.57,0.03,81.38,0.499949367088608,0.402284082798001,0.723368211260588,0.528,"Medium"
"No_Encryption","Internal","Downward","API","Random","Wired",48.54,102.9,0.47,44.64,0.461772151898734,0.704425410421128,0.357249626307922,0.527,"Medium"
"Rogue_Employee","Internal","Backward","USB","Random","Hybrid",45.56,114.88,0.56,57.2,0.431594936708861,0.789935760171306,0.482411559541604,0.59,"Medium"
"Rogue_Employee","Internal","Downward","API","Linear","Wireless",56.96,86.7,0.32,41.83,0.547037974683544,0.588793718772306,0.329247633283508,0.498,"Medium"
"Hacker_Active","Internal","Backward","Cloud","Circular","Wired",22.63,37.59,0.92,82.93,0.199392405063291,0.238258386866524,0.738814150473344,0.377,"Medium"
"Supply_Chain","Internal","Upward","USB","Linear","Wireless",53.79,84.99,0.94,62.09,0.514936708860759,0.576588151320485,0.531141006477329,0.544,"Medium"
"Data_Leak","Internal","Forward","Network","Linear","Hybrid",63.52,59.2,0.78,59.36,0.61346835443038,0.392505353319058,0.503936223218734,0.492,"Medium"
"Hacker_Active","Internal","Downward","Email","Random","Hybrid",63.21,72.56,0.14,66.55,0.610329113924051,0.487865810135617,0.575585450921774,0.551,"Medium"
"Weak_Password","External","Forward","USB","Linear","Hybrid",83.48,83.55,0,102.84,0.815594936708861,0.566309778729479,0.937219730941704,0.752,"High"
"Data_Leak","Internal","Backward","Cloud","Linear","Hybrid",40.4,103.2,0.89,50.15,0.379341772151899,0.706566738044254,0.412157448928749,0.52,"Medium"
"Insider_Malware","External","Backward","Email","Circular","Wired",35.3,72.69,0.15,66.72,0.327696202531646,0.488793718772306,0.577279521674141,0.467,"Medium"
"Insider_Malware","External","Downward","Email","Linear","Hybrid",54.89,55.93,0.5,61.46,0.526075949367089,0.369164882226981,0.5248629795715,0.463,"Medium"
"Rogue_Employee","External","Cross","USB","Circular","Wireless",24.72,85.3,0.04,62.56,0.220556962025316,0.578800856531049,0.53582461385152,0.458,"Medium"
"Rogue_Employee","Internal","Downward","Email","Random","Wireless",68.16,86.4,0.02,76.73,0.660455696202532,0.586652391149179,0.677030393622322,0.636,"High"
"No_Encryption","External","Backward","USB","Circular","Hybrid",34.29,88.08,0.35,63.04,0.31746835443038,0.598643825838687,0.540607872446437,0.497,"Medium"
"No_Encryption","Internal","Cross","Email","Random","Wired",56.58,92.88,0.29,58.82,0.543189873417722,0.632905067808708,0.498555057299452,0.566,"Medium"
"Hacker_Active","External","Forward","API","Circular","Wireless",44.93,75.78,0.03,64.73,0.425215189873418,0.510849393290507,0.557448928749377,0.499,"Medium"
"Insider_Malware","External","Downward","USB","Linear","Wired",14.31,51.13,0.88,49.29,0.115139240506329,0.334903640256959,0.403587443946188,0.29,"Low"
"Data_Leak","External","Cross","Cloud","Circular","Wireless",53.89,72.66,0.89,88.13,0.515949367088608,0.488579586009993,0.790632785251619,0.587,"Medium"
"Rogue_Employee","Internal","Cross","Email","Random","Hybrid",33.45,34.76,0.1,87.9,0.308962025316456,0.218058529621699,0.788340807174888,0.416,"Medium"
"AI_Attack","Internal","Forward","API","Random","Hybrid",63.83,93.02,0.64,48.05,0.616607594936709,0.633904354032834,0.391230692575984,0.556,"Medium"
"Rogue_Employee","External","Upward","API","Circular","Wireless",13.23,80.11,0.55,31.68,0.10420253164557,0.541755888650964,0.228101644245142,0.316,"Medium"
"Weak_Password","External","Cross","USB","Circular","Wired",48.03,84.05,0.92,89.28,0.456607594936709,0.569878658101356,0.802092675635277,0.606,"High"
"Hacker_Active","External","Backward","API","Linear","Wireless",34.2,73.22,0.11,67.39,0.316556962025316,0.492576730906495,0.58395615346288,0.467,"Medium"
"Virus","External","Forward","API","Circular","Hybrid",66.91,22.18,0.57,38.9,0.64779746835443,0.128265524625268,0.300049825610364,0.336,"Medium"
"AI_Attack","Internal","Forward","Email","Random","Hybrid",39.08,57.81,0.53,47.84,0.365974683544304,0.382583868665239,0.389138016940708,0.38,"Medium"
"Supply_Chain","External","Cross","API","Linear","Wired",64.03,88.89,0.25,44.56,0.618632911392405,0.604425410421128,0.356452416542103,0.534,"Medium"
"No_Encryption","Internal","Downward","API","Random","Wired",42.98,64.53,0.85,61.97,0.40546835443038,0.430549607423269,0.5299451918286,0.453,"Medium"
"Hacker_Passive","Internal","Upward","Network","Linear","Wireless",51.95,86.74,0.73,55.87,0.496303797468354,0.589079229122056,0.469157947184853,0.525,"Medium"
"Rogue_Employee","External","Cross","Network","Random","Wired",71.94,51.25,0.42,80.62,0.69873417721519,0.33576017130621,0.715794718485302,0.559,"Medium"
"Rogue_Employee","External","Forward","USB","Linear","Wired",39.77,75.16,0.4,87.92,0.372962025316456,0.506423982869379,0.788540109616343,0.551,"Medium"
"Virus","External","Cross","Email","Linear","Wireless",77.28,59.04,0.83,73.64,0.752810126582279,0.391363311920057,0.646238166417539,0.576,"Medium"
"Rogue_Employee","External","Forward","Network","Linear","Wireless",64.79,57.02,0.57,59.68,0.626329113924051,0.376945039257673,0.507125062282013,0.491,"Medium"
"Insider_Malware","External","Forward","Network","Random","Hybrid",69.27,66.28,0.77,76.77,0.671696202531646,0.443040685224839,0.677428998505232,0.582,"Medium"
"Weak_Password","Internal","Downward","Cloud","Circular","Hybrid",16.3,104.3,0.11,48.79,0.135291139240506,0.714418272662384,0.398604882909816,0.446,"Medium"
"Hacker_Passive","External","Backward","Cloud","Circular","Hybrid",47.47,73.44,0.89,50.25,0.450936708860759,0.494147037830121,0.413153961136024,0.457,"Medium"
"Hacker_Active","Internal","Upward","Cloud","Circular","Wireless",28,74.45,0.11,60.37,0.253772151898734,0.501356174161313,0.514000996512207,0.431,"Medium"
"Data_Leak","External","Downward","Network","Circular","Hybrid",61.39,101.84,0.91,57.22,0.591898734177215,0.696859386152748,0.482610861983059,0.601,"High"
"AI_Attack","External","Backward","Email","Random","Wireless",68.34,64.25,0.19,48.37,0.662278481012658,0.428551034975018,0.394419531639263,0.488,"Medium"
"Supply_Chain","Internal","Backward","Email","Circular","Hybrid",40.74,80.35,0.84,65.57,0.382784810126582,0.543468950749465,0.565819631290483,0.502,"Medium"
"Supply_Chain","Internal","Downward","Email","Random","Wireless",42.32,55.54,0.87,50.63,0.398784810126582,0.366381156316916,0.416940707523667,0.391,"Medium"
"Data_Leak","External","Forward","API","Linear","Wireless",25.68,86.97,0.65,77.01,0.230278481012658,0.590720913633119,0.679820627802691,0.509,"Medium"
"Virus","External","Backward","API","Linear","Wired",61.86,43.06,1,54.73,0.596658227848101,0.277301927194861,0.457797708021923,0.427,"Medium"
"Insider_Malware","Internal","Cross","USB","Linear","Wireless",71.92,68.88,0.52,54.59,0.69853164556962,0.461598857958601,0.456402590931739,0.531,"Medium"
"AI_Attack","External","Forward","Email","Random","Wireless",24.5,92.55,0.36,59.04,0.218329113924051,0.630549607423269,0.500747384155456,0.468,"Medium"
"AI_Attack","Internal","Backward","Cloud","Linear","Wireless",22.81,96.77,0.55,80.43,0.201215189873418,0.660670949321913,0.71390134529148,0.539,"Medium"
"Weak_Password","External","Backward","Cloud","Linear","Wired",67.16,68.27,0.86,69.17,0.650329113924051,0.457244825124911,0.601694070752367,0.559,"Medium"
"Insider_Malware","External","Cross","Cloud","Random","Wired",70.23,22.21,0.64,65.46,0.681417721518987,0.12847965738758,0.564723467862481,0.425,"Medium"
"Virus","Internal","Forward","USB","Random","Wired",55.57,102.9,0,75.38,0.532962025316456,0.704425410421128,0.663577478824116,0.641,"High"
"No_Encryption","External","Cross","Network","Random","Hybrid",53.63,57.55,0.18,43.74,0.513316455696203,0.380728051391863,0.348281016442451,0.411,"Medium"
"Data_Leak","External","Cross","API","Linear","Hybrid",40.68,84.36,0.27,77.2,0.382177215189873,0.57209136331192,0.681714000996512,0.548,"Medium"
"AI_Attack","Internal","Downward","Cloud","Circular","Hybrid",55.09,36.07,0.28,60.13,0.528101265822785,0.227408993576017,0.511609367214748,0.403,"Medium"
"Weak_Password","External","Downward","USB","Linear","Hybrid",43.22,61.08,0.35,38.35,0.407898734177215,0.405924339757316,0.294569008470354,0.373,"Medium"
"Supply_Chain","Internal","Backward","Email","Random","Wired",80.65,102.62,0.31,51.18,0.78693670886076,0.702426837972877,0.422421524663677,0.644,"High"
"Data_Leak","External","Forward","Network","Random","Wired",43.26,76.86,0.42,54.52,0.408303797468354,0.518558172733762,0.455705032386647,0.467,"Medium"
"Virus","Internal","Upward","USB","Circular","Wired",2.94,76.87,0.3,82.79,0,0.518629550321199,0.737419033383159,0.429,"Medium"
"AI_Attack","Internal","Downward","API","Random","Wireless",57.5,87.96,0.67,30.04,0.552506329113924,0.597787294789436,0.21175884404584,0.468,"Medium"
"No_Encryption","Internal","Forward","Cloud","Circular","Hybrid",31.14,42.71,0.39,54.8,0.285569620253165,0.274803711634547,0.458495266567015,0.333,"Medium"
"Virus","External","Cross","Network","Linear","Hybrid",62.34,70.64,0.23,45.53,0.601518987341772,0.474161313347609,0.366118584952666,0.48,"Medium"
"Supply_Chain","Internal","Downward","API","Circular","Wired",26.81,79.5,0.48,64.04,0.241721518987342,0.537401855817273,0.550572994519183,0.453,"Medium"
"Rogue_Employee","Internal","Upward","Network","Random","Wireless",46.12,92.66,0.07,60.27,0.43726582278481,0.631334760885082,0.513004484304933,0.538,"Medium"
"No_Encryption","Internal","Cross","API","Circular","Wired",55.86,53.81,0.21,75.83,0.535898734177215,0.354032833690221,0.668061783756851,0.503,"Medium"
"Rogue_Employee","External","Forward","API","Random","Hybrid",47.04,74.68,0.84,74.87,0.446582278481013,0.502997858672377,0.658495266567016,0.533,"Medium"
"Weak_Password","Internal","Cross","USB","Random","Hybrid",20.8,83.33,0.01,70.69,0.180860759493671,0.564739471805853,0.61684105630294,0.465,"Medium"
"Rogue_Employee","External","Downward","Cloud","Circular","Hybrid",28.59,144.31,0.54,86.93,0.259746835443038,1,0.778674638764325,0.712,"High"
"No_Encryption","Internal","Downward","Cloud","Circular","Hybrid",37.24,101.8,0.98,43.77,0.347341772151899,0.696573875802998,0.348579970104634,0.487,"Medium"
"Hacker_Active","External","Backward","API","Random","Hybrid",74.37,22.59,0.07,52.61,0.723341772151899,0.131192005710207,0.436671649227703,0.4,"Medium"
"Weak_Password","External","Cross","Network","Random","Wired",48.1,70.34,0.21,74.47,0.457316455696203,0.472019985724483,0.654509217737917,0.522,"Medium"
"Insider_Malware","External","Upward","Cloud","Linear","Wireless",69.13,73.82,0.48,51.25,0.670278481012658,0.496859386152748,0.423119083208769,0.527,"Medium"
"Weak_Password","Internal","Cross","API","Random","Wired",52.69,86.36,0.85,41.26,0.50379746835443,0.586366880799429,0.323567513702043,0.483,"Medium"
"Insider_Malware","Internal","Forward","Network","Linear","Hybrid",42.59,56.02,0.17,65.25,0.401518987341772,0.369807280513919,0.562630792227205,0.437,"Medium"
"Virus","Internal","Upward","Email","Linear","Hybrid",66.91,89.93,0.27,72.22,0.64779746835443,0.611848679514633,0.63208769307424,0.629,"High"
"Data_Leak","External","Backward","API","Random","Hybrid",32.8,56.15,0.95,52.25,0.302379746835443,0.370735189150607,0.433084205281515,0.369,"Medium"
"Data_Leak","Internal","Upward","USB","Linear","Hybrid",72.22,67.93,0.69,19.62,0.701569620253165,0.454817987152034,0.107922272047833,0.425,"Medium"
"Insider_Malware","Internal","Upward","API","Linear","Hybrid",63.74,82.08,0.91,43.55,0.615696202531646,0.55581727337616,0.34638764324863,0.511,"Medium"
"Virus","External","Downward","API","Random","Hybrid",55.03,57.84,0.45,41.17,0.527493670886076,0.382798001427552,0.322670652715496,0.408,"Medium"
"Supply_Chain","Internal","Forward","Cloud","Linear","Hybrid",58.62,71.7,0,50.44,0.563848101265823,0.481727337615989,0.415047334329846,0.486,"Medium"
"Data_Leak","Internal","Forward","API","Circular","Wired",53.05,101.56,0.73,54.14,0.507443037974683,0.694860813704497,0.451918285999004,0.566,"Medium"
"AI_Attack","Internal","Backward","Email","Circular","Wired",43.29,60.73,0.94,74.92,0.408607594936709,0.403426124197002,0.658993522670653,0.482,"Medium"
"AI_Attack","Internal","Forward","USB","Random","Wired",44.85,46.83,0.03,38.65,0.424405063291139,0.304211277658815,0.297558545092177,0.338,"Medium"
"Hacker_Passive","Internal","Backward","Network","Circular","Wireless",40.94,84.47,0.21,50.83,0.384810126582278,0.572876516773733,0.418933731938216,0.47,"Medium"
"No_Encryption","External","Upward","API","Circular","Wired",68.58,54.31,0.59,48.92,0.664708860759494,0.357601713062099,0.399900348779273,0.462,"Medium"
"Hacker_Active","External","Forward","Network","Linear","Wireless",58.99,64.63,0.48,81.44,0.567594936708861,0.431263383297645,0.723966118584953,0.56,"Medium"
"AI_Attack","External","Cross","Network","Random","Hybrid",48.37,80.16,0.44,37.63,0.460050632911392,0.542112776588151,0.287394120577977,0.441,"Medium"
"No_Encryption","Internal","Forward","USB","Random","Hybrid",32.92,79.23,0.45,36.81,0.303594936708861,0.53547466095646,0.279222720478326,0.389,"Medium"
"Hacker_Passive","External","Downward","API","Random","Hybrid",54.8,93.59,0.92,75.59,0.525164556962025,0.637972876516774,0.665670154459392,0.612,"High"
"Data_Leak","External","Downward","Network","Circular","Wired",34.9,56.41,0.5,60.51,0.323645569620253,0.372591006423983,0.515396113602392,0.401,"Medium"
"Supply_Chain","Internal","Downward","USB","Random","Wired",37.23,63.63,0.37,51.26,0.347240506329114,0.42412562455389,0.423218734429497,0.401,"Medium"
"Hacker_Active","Internal","Cross","Cloud","Circular","Hybrid",80.58,56.84,0.81,49.18,0.786227848101266,0.375660242683797,0.402491280518186,0.507,"Medium"
"Insider_Malware","Internal","Cross","Email","Linear","Hybrid",29.06,66.75,0.35,21.23,0.264506329113924,0.446395431834404,0.123966118584953,0.295,"Low"
"Data_Leak","External","Upward","USB","Random","Hybrid",36.76,109.79,0.07,64.07,0.342481012658228,0.753604568165596,0.550871948181365,0.569,"Medium"
"Data_Leak","Internal","Forward","API","Linear","Hybrid",41.29,68.78,0.03,57.87,0.388354430379747,0.460885082084226,0.489088191330344,0.448,"Medium"
"No_Encryption","Internal","Cross","Cloud","Random","Wired",41.06,69.44,0.94,76.56,0.386025316455696,0.465596002855104,0.675336322869955,0.505,"Medium"
"Hacker_Passive","External","Downward","Cloud","Linear","Hybrid",33.12,80.23,0.57,52.86,0.305620253164557,0.542612419700214,0.439162929745889,0.44,"Medium"
"Rogue_Employee","External","Forward","Email","Random","Wireless",47.18,45.66,0.84,75.14,0.448,0.295860099928622,0.661185849526657,0.451,"Medium"
"No_Encryption","External","Upward","API","Random","Wired",34.43,89.07,0.73,63.79,0.318886075949367,0.605710206995004,0.548081714000997,0.502,"Medium"
"Weak_Password","Internal","Backward","Network","Circular","Hybrid",70.14,68.83,0.98,71.12,0.680506329113924,0.461241970021413,0.62112605879422,0.575,"Medium"
"No_Encryption","External","Cross","API","Linear","Wireless",51.85,55.9,0.41,33.06,0.495291139240506,0.368950749464668,0.241853512705531,0.369,"Medium"
"Insider_Malware","Internal","Backward","USB","Linear","Wired",62.87,77.49,0.81,74.88,0.606886075949367,0.523054960742327,0.658594917787743,0.589,"Medium"
"Hacker_Passive","External","Upward","API","Random","Wired",28.92,66.34,0.28,71.74,0.263088607594937,0.443468950749465,0.627304434479322,0.445,"Medium"
"Hacker_Passive","External","Upward","Network","Linear","Wireless",49.78,66.97,0.55,79.7,0.474329113924051,0.44796573875803,0.706626806178376,0.533,"Medium"
"Supply_Chain","External","Downward","Network","Random","Wireless",58.18,67.7,0.64,59.16,0.559392405063291,0.453176302640971,0.501943198804185,0.5,"Medium"
"No_Encryption","Internal","Downward","USB","Linear","Hybrid",51.47,100.94,0.91,43.73,0.491443037974684,0.690435403283369,0.348181365221724,0.528,"Medium"
"Insider_Malware","External","Backward","USB","Linear","Wireless",50.26,58.94,0.12,57.87,0.479189873417722,0.390649536045682,0.489088191330344,0.447,"Medium"
"Data_Leak","Internal","Forward","Email","Linear","Wired",34.49,89.09,0.81,71.32,0.319493670886076,0.605852962169879,0.623119083208769,0.525,"Medium"
"No_Encryption","External","Cross","Email","Linear","Wired",40.57,73.29,0.62,73.22,0.381063291139241,0.493076374018558,0.642052815146986,0.504,"Medium"
"Weak_Password","External","Downward","Email","Random","Wireless",43.93,64.45,0.67,79.94,0.415088607594937,0.429978586723769,0.709018435475835,0.509,"Medium"
"Virus","External","Backward","Cloud","Linear","Hybrid",37.96,57.11,0.84,59,0.354632911392405,0.377587437544611,0.500348779272546,0.408,"Medium"
"AI_Attack","External","Backward","USB","Random","Hybrid",61.46,62.66,0.07,83.68,0.592607594936709,0.417201998572448,0.746287992027903,0.569,"Medium"
"AI_Attack","Internal","Forward","Cloud","Random","Hybrid",76.39,64.48,0.43,48.17,0.74379746835443,0.430192719486081,0.392426507224714,0.513,"Medium"
"Insider_Malware","External","Downward","Network","Linear","Hybrid",69.73,91.81,0.75,19.81,0.676354430379747,0.625267665952891,0.109815645241654,0.486,"Medium"
"Hacker_Passive","Internal","Backward","Cloud","Circular","Hybrid",56.34,54.37,0.35,63.43,0.540759493670886,0.358029978586724,0.544494270054808,0.469,"Medium"
"AI_Attack","Internal","Forward","Cloud","Linear","Wired",48.23,102.87,0.05,59.47,0.458632911392405,0.704211277658815,0.505032386646736,0.571,"Medium"
"Hacker_Active","Internal","Cross","Email","Linear","Wireless",58.64,66.58,0.36,40.44,0.564050632911392,0.445182012847966,0.315396113602392,0.442,"Medium"
"Hacker_Active","Internal","Forward","USB","Random","Wireless",38.17,56.93,0.77,62.07,0.356759493670886,0.376302640970735,0.530941704035874,0.417,"Medium"
"Hacker_Active","Internal","Cross","USB","Random","Wired",53.97,55.84,0.69,41.46,0.516759493670886,0.368522483940043,0.325560538116592,0.4,"Medium"
"Virus","External","Backward","Cloud","Random","Hybrid",52.5,73.76,0.74,47.47,0.501873417721519,0.496431120628123,0.385450921773792,0.465,"Medium"
"AI_Attack","External","Downward","USB","Linear","Wireless",14.82,104.96,0.1,80.99,0.120303797468354,0.719129193433262,0.719481813652217,0.54,"Medium"
"Hacker_Passive","External","Cross","Email","Random","Wired",78.45,65.51,0.51,14.13,0.764658227848101,0.437544610992149,0.0532137518684604,0.42,"Medium"
"No_Encryption","External","Forward","Email","Random","Hybrid",30.03,68.09,0.2,64.8,0.274329113924051,0.455960028551035,0.558146487294469,0.432,"Medium"
"Hacker_Passive","Internal","Forward","USB","Random","Wired",10.61,74.1,0.13,53.15,0.0776708860759494,0.498857958600999,0.442052815146986,0.355,"Medium"
"Hacker_Passive","External","Upward","API","Linear","Wired",49.99,71.27,0.07,50.67,0.476455696202532,0.478658101356174,0.417339312406577,0.46,"Medium"
"No_Encryption","External","Forward","Network","Circular","Wireless",51.61,55.17,0.22,61.96,0.492860759493671,0.363740185581727,0.529845540607872,0.452,"Medium"
"Insider_Malware","External","Forward","API","Random","Wireless",49.88,89.77,0.39,52.76,0.475341772151899,0.610706638115632,0.438166417538615,0.518,"Medium"
"Virus","Internal","Cross","Network","Random","Wireless",52.11,45.39,0.95,51.99,0.497924050632911,0.293932905067809,0.430493273542601,0.396,"Medium"
"Virus","External","Downward","USB","Linear","Hybrid",32.23,50.4,0.48,39.19,0.296607594936709,0.329693076374019,0.30293971101146,0.312,"Medium"
"Rogue_Employee","Internal","Downward","USB","Linear","Hybrid",58.89,61.69,0.23,83.99,0.566582278481013,0.410278372591006,0.749377179870453,0.559,"Medium"
"Data_Leak","External","Cross","Email","Linear","Wireless",70.71,64.43,0.53,73.58,0.686278481012658,0.429835831548894,0.645640259093174,0.572,"Medium"
"AI_Attack","External","Forward","Network","Linear","Wireless",37.42,91.08,0.79,40.97,0.349164556962025,0.62005710206995,0.320677628300947,0.449,"Medium"
"Data_Leak","Internal","Cross","USB","Linear","Wireless",54.59,57.54,0.43,55.3,0.523037974683544,0.380656673804425,0.463477827603388,0.448,"Medium"
"AI_Attack","Internal","Forward","USB","Circular","Wireless",45.94,66.44,0.22,69.89,0.435443037974684,0.44418272662384,0.608868958644743,0.491,"Medium"
"Weak_Password","External","Cross","Email","Linear","Wired",49.09,63.35,0.03,51.55,0.467341772151899,0.422127052105639,0.426108619830593,0.437,"Medium"
"Supply_Chain","External","Forward","Network","Random","Wireless",64.64,102.08,0.46,60.67,0.624810126582279,0.698572448251249,0.516990533134031,0.622,"High"
"Hacker_Passive","External","Backward","Network","Circular","Wired",54.17,98.98,0.1,61.76,0.518784810126582,0.67644539614561,0.527852516193323,0.585,"Medium"
"Weak_Password","External","Backward","Cloud","Linear","Wireless",78.98,48.83,0.6,84.46,0.770025316455696,0.318486795146324,0.754060787244644,0.585,"Medium"
"Hacker_Active","Internal","Forward","Email","Random","Wireless",45.02,78.73,0.38,48.23,0.426126582278481,0.531905781584583,0.393024414549078,0.459,"Medium"
"Supply_Chain","External","Upward","Email","Random","Wireless",72.23,44.06,0.61,71.5,0.701670886075949,0.284439685938615,0.624912805181864,0.512,"Medium"
"AI_Attack","External","Backward","Cloud","Linear","Wired",43.17,53.42,0.61,51.1,0.407392405063291,0.351249107780157,0.421624314897858,0.389,"Medium"
"AI_Attack","External","Upward","Email","Random","Hybrid",46.53,58.37,0.01,55.85,0.441417721518987,0.386581013561742,0.468958644743398,0.428,"Medium"
"AI_Attack","Internal","Forward","USB","Circular","Hybrid",45.09,53.05,0.57,59.25,0.426835443037975,0.348608137044968,0.502840059790732,0.418,"Medium"
"Weak_Password","External","Cross","Email","Random","Wired",54.32,74.57,0.83,64.68,0.520303797468354,0.502212705210564,0.55695067264574,0.524,"Medium"
"Data_Leak","Internal","Forward","Cloud","Circular","Hybrid",57,63.74,0.15,61.6,0.547443037974684,0.424910778015703,0.526258096661684,0.492,"Medium"
"AI_Attack","Internal","Backward","USB","Circular","Hybrid",52.18,76.12,0.87,52.78,0.498632911392405,0.513276231263383,0.43836571998007,0.486,"Medium"
"Hacker_Passive","Internal","Forward","Cloud","Random","Hybrid",58.99,94.59,0.85,59.81,0.567594936708861,0.645110635260528,0.50842052815147,0.581,"Medium"
"Supply_Chain","Internal","Upward","Network","Linear","Wired",38.27,93.42,0.26,63.8,0.357772151898734,0.636759457530336,0.548181365221724,0.526,"Medium"
"Supply_Chain","Internal","Backward","API","Circular","Wired",46.42,28.57,0.52,66.27,0.440303797468354,0.173875802997859,0.572795216741405,0.373,"Medium"
"No_Encryption","External","Upward","Cloud","Circular","Wired",59.78,64.91,0.12,39.88,0.575594936708861,0.433261955745896,0.309815645241654,0.439,"Medium"
"Hacker_Passive","Internal","Downward","USB","Circular","Wireless",65.57,79.53,0.36,56.69,0.634227848101266,0.537615988579586,0.477329347284504,0.549,"Medium"
"Rogue_Employee","External","Downward","Email","Linear","Hybrid",55.08,93.3,0.43,87.02,0.528,0.635902926481085,0.779571499750872,0.647,"High"
"No_Encryption","Internal","Forward","API","Random","Hybrid",60.64,58.59,0.61,51.48,0.584303797468354,0.388151320485368,0.425411061285501,0.458,"Medium"
"No_Encryption","External","Upward","Network","Random","Wired",62.6,72.56,0.86,60.78,0.604151898734177,0.487865810135617,0.518086696562033,0.532,"Medium"
"Rogue_Employee","Internal","Forward","Network","Random","Hybrid",59.14,102.64,0.8,74.94,0.569113924050633,0.702569593147752,0.659192825112108,0.65,"High"
"Supply_Chain","External","Backward","Cloud","Circular","Wired",46.64,73.98,0.23,41.7,0.44253164556962,0.498001427551749,0.327952167414051,0.43,"Medium"
"Hacker_Passive","Internal","Upward","Cloud","Random","Wired",47.53,107.52,0.73,40.21,0.451544303797468,0.737401855817273,0.31310413552566,0.524,"Medium"
"AI_Attack","Internal","Forward","API","Circular","Hybrid",59.33,25.66,0.52,77.55,0.571037974683544,0.153104925053533,0.685201793721973,0.438,"Medium"
"Data_Leak","Internal","Backward","Email","Circular","Wireless",43.17,110.68,0.35,69.42,0.407392405063291,0.759957173447538,0.604185351270553,0.607,"High"
"AI_Attack","External","Downward","Email","Linear","Hybrid",48.02,22.5,0.15,43.43,0.456506329113924,0.130549607423269,0.3451918285999,0.293,"Low"
"AI_Attack","External","Downward","API","Linear","Hybrid",48.62,92.66,0.12,82.17,0.462582278481013,0.631334760885082,0.731240657698057,0.611,"High"
"Supply_Chain","External","Forward","API","Circular","Wireless",26.2,91.26,0.8,75.12,0.235544303797468,0.621341898643826,0.660986547085202,0.517,"Medium"
"No_Encryption","Internal","Backward","API","Linear","Hybrid",55.01,62.4,0.81,86.24,0.527291139240506,0.415346181299072,0.77179870453413,0.556,"Medium"
"Rogue_Employee","External","Backward","Network","Linear","Hybrid",58.55,63.38,0.16,41.86,0.563139240506329,0.422341184867951,0.32954658694569,0.437,"Medium"
"Insider_Malware","External","Forward","API","Linear","Hybrid",49.08,77.11,0.15,75.63,0.467240506329114,0.5203426124197,0.666068759342302,0.548,"Medium"
"Virus","External","Upward","Email","Linear","Wired",76.91,73.4,0.73,61.47,0.749063291139241,0.493861527480371,0.524962630792227,0.58,"Medium"
"AI_Attack","Internal","Backward","Cloud","Circular","Wired",47.36,74.78,0.25,31.31,0.449822784810127,0.503711634546752,0.224414549078226,0.404,"Medium"
"No_Encryption","External","Cross","Cloud","Random","Hybrid",58.68,96.28,0.5,47.32,0.564455696202532,0.657173447537473,0.38395615346288,0.547,"Medium"
"Rogue_Employee","External","Downward","USB","Circular","Wired",57.99,74.59,0.87,71.08,0.55746835443038,0.502355460385439,0.62072745391131,0.554,"Medium"
"Hacker_Active","External","Forward","Email","Random","Wired",61.77,28.71,0.07,71.51,0.595746835443038,0.174875089221984,0.625012456402591,0.436,"Medium"
"No_Encryption","External","Forward","Network","Linear","Wired",56.27,78.33,0.3,37.88,0.540050632911392,0.529050678087081,0.289885401096163,0.461,"Medium"
"Data_Leak","External","Downward","Email","Linear","Wired",47.13,63.55,0.61,60.19,0.447493670886076,0.42355460385439,0.512207274539113,0.457,"Medium"
"AI_Attack","Internal","Cross","Email","Circular","Wired",58.45,86.86,0.4,32.04,0.562126582278481,0.589935760171306,0.23168908819133,0.474,"Medium"
"Insider_Malware","External","Downward","Network","Linear","Wired",53.8,52.5,0.37,73.28,0.515037974683544,0.344682369735903,0.64265072247135,0.485,"Medium"
"Weak_Password","Internal","Backward","Email","Random","Wired",53.65,64.99,0.68,67.39,0.513518987341772,0.433832976445396,0.58395615346288,0.503,"Medium"
"Virus","External","Downward","Email","Random","Wireless",60.79,39.24,0.97,86.21,0.585822784810127,0.250035688793719,0.771499750871948,0.507,"Medium"
"Data_Leak","Internal","Cross","Network","Circular","Hybrid",61.59,40.33,0.91,56.07,0.593924050632911,0.257815845824411,0.471150971599402,0.423,"Medium"
