"Threat_Source","Direction","Pattern","Medium","Attack_Strength","Propagation_Speed","Impact","Mutation","Vulnerability_Score","Risk_Score","Risk_Norm","Impact_Norm","Speed_Norm","Propagation_Probability","Threat_Type"
"Unpatched_System","Upward","Random","USB",3.03,6.98,21.19,1,8.19,3.97,0.28476821192053,0.1242906420385,0.664444444444445,0.47,"Internal"
"Hacker_Human","Forward","Linear","Network",1.02,2.05,57.43,1,3.13,3.33,0.2,0.527539779681762,0.116666666666667,0.41,"External"
"Unpatched_System","Downward","Circular","USB",1.37,6.28,30.33,1,9.92,3.87,0.271523178807947,0.2259931011461,0.586666666666667,0.47,"Internal"
"Weak_Password","Backward","Linear","Internal_System",5.13,9.17,84.41,0,6.7,7.42,0.741721854304636,0.827751196172249,0.907777777777778,0.84,"Internal"
"Virus","Downward","Circular","Cloud",1.48,1.34,83.63,1,7.12,4.77,0.390728476821192,0.819071992878602,0.0377777777777778,0.53,"External"
"Phishing","Downward","Random","USB",7.7,6.69,48,1,9.13,6.48,0.617218543046358,0.42261043729832,0.632222222222222,0.66,"External"
"Insider_Attack","Backward","Hybrid","Cloud",3.59,6.02,17.83,0,6.14,3.61,0.237086092715232,0.0869033047735618,0.557777777777778,0.42,"Internal"
"Misconfiguration","Cross","Hybrid","Email",2.09,7.4,15.09,0,6.67,3.38,0.206622516556291,0.0564148214087015,0.711111111111111,0.44,"Internal"
"Hacker_AI","Backward","Hybrid","USB",4.63,5.05,72.28,1,6.58,5.95,0.547019867549669,0.692778457772338,0.45,0.65,"External"
"Malware","Cross","Hybrid","USB",1.96,3.7,49.52,1,6.34,3.94,0.280794701986755,0.43952375653722,0.3,0.46,"External"
"Hacker_Human","Cross","Random","Email",4.29,5.48,95.39,1,7.39,6.94,0.678145695364239,0.949927673305886,0.497777777777778,0.76,"External"
"Phishing","Cross","Circular","USB",6.25,1.64,62.67,1,2.5,4.96,0.415894039735099,0.585846222321131,0.0711111111111111,0.5,"External"
"Hacker_AI","Downward","Circular","Email",8.24,4.68,18.97,1,1.86,4.35,0.335099337748344,0.0995882942027373,0.408888888888889,0.44,"External"
"Data_Leak","Cross","Circular","Internal_System",1.48,4.65,62.69,1,6.77,4.56,0.362913907284768,0.586068765995327,0.405555555555556,0.54,"Internal"
"Hacker_Human","Cross","Linear","Network",3.47,8.05,51.9,1,3.64,5.09,0.433112582781457,0.466006453766552,0.783333333333333,0.62,"External"
"Weak_Password","Downward","Circular","Internal_System",6.46,6.66,46.35,0,4.49,5.57,0.496688741721854,0.404250584177145,0.628888888888889,0.61,"Internal"
"Data_Leak","Backward","Hybrid","Email",4.06,7.74,53.2,1,6.38,5.53,0.491390728476821,0.480471792589296,0.748888888888889,0.64,"Internal"
"Hacker_AI","Cross","Circular","Network",8.63,8.86,75.87,0,3.98,7.79,0.790728476821192,0.732725047290531,0.873333333333333,0.84,"External"
"Hacker_Human","Forward","Hybrid","Email",2.65,5.44,36.97,0,8.06,4.17,0.311258278145695,0.299877600979192,0.493333333333333,0.48,"External"
"Hacker_AI","Upward","Random","Cloud",1.66,2.04,49.34,0,7.08,3.59,0.234437086092715,0.437520863469456,0.115555555555556,0.4,"External"
"Phishing","Forward","Hybrid","Network",5.58,4.25,99.68,1,7.14,7.23,0.716556291390729,0.997663291420941,0.361111111111111,0.76,"External"
"Misconfiguration","Forward","Random","Network",9.79,1,95.25,0,3.6,7.31,0.727152317880795,0.948369867586514,0,0.68,"Internal"
"Phishing","Cross","Hybrid","Cloud",2.4,4.3,84.6,0,1.64,5.13,0.43841059602649,0.829865361077111,0.366666666666667,0.61,"External"
"Weak_Password","Backward","Random","Cloud",6.87,4.15,26.47,1,8.47,4.8,0.394701986754967,0.18304217202626,0.35,0.46,"Internal"
"Phishing","Cross","Hybrid","Internal_System",6.98,2.97,46.34,0,6.36,5.18,0.445033112582781,0.404139312340047,0.218888888888889,0.5,"External"
"Data_Leak","Forward","Circular","USB",1.07,9.85,59.08,0,4.28,5.08,0.431788079470199,0.545899632802938,0.983333333333333,0.68,"Internal"
"Malware","Backward","Hybrid","Cloud",3.03,1.2,59.23,0,2.51,3.77,0.258278145695364,0.547568710359408,0.0222222222222222,0.42,"External"
"Unpatched_System","Forward","Circular","Email",9.98,8.81,67,0,9.28,8.36,0.866225165562914,0.634026927784578,0.867777777777778,0.85,"Internal"
"Data_Leak","Upward","Linear","Internal_System",9.8,4.38,81.33,1,9.27,8,0.818543046357616,0.793479470346055,0.375555555555556,0.76,"Internal"
"Phishing","Backward","Hybrid","Network",3.91,9.88,77.19,0,3.06,6.54,0.625165562913907,0.747412929787471,0.986666666666667,0.8,"External"
"Data_Leak","Cross","Circular","Email",8.14,3.54,69.08,0,4.06,6.32,0.596026490066225,0.657171469900968,0.282222222222222,0.63,"Internal"
"Insider_Attack","Backward","Circular","Email",6.53,7.55,10.05,1,5.54,4.43,0.345695364238411,0.000333815511294104,0.727777777777778,0.48,"Internal"
"Weak_Password","Forward","Linear","USB",2.14,6.93,92.66,0,9.93,6.73,0.650331125827815,0.919550461778124,0.658888888888889,0.78,"Internal"
"Phishing","Cross","Circular","Network",7.97,7.89,34.36,0,2.39,5.58,0.498013245033113,0.270835651496606,0.765555555555556,0.61,"External"
"Malware","Backward","Random","Internal_System",8.1,6.09,65.25,0,3.62,6.62,0.635761589403974,0.614554356292422,0.565555555555556,0.69,"External"
"Data_Leak","Backward","Random","Internal_System",5.78,2.77,36.78,1,7.08,4.47,0.350993377483444,0.29776343607433,0.196666666666667,0.44,"Internal"
"Unpatched_System","Downward","Random","Email",4.78,9.36,19.74,1,6.97,4.79,0.393377483443709,0.108156225659286,0.928888888888889,0.56,"Internal"
"Virus","Backward","Linear","Email",3.32,3.09,85.47,1,9.54,5.99,0.552317880794702,0.83954601090464,0.232222222222222,0.64,"External"
"Hacker_AI","Forward","Circular","Network",2.22,3.13,62.94,0,3.81,4.19,0.313907284768212,0.588850561922777,0.236666666666667,0.49,"External"
"Hacker_AI","Downward","Linear","Internal_System",4.63,5.02,77.43,1,1.97,5.69,0.512582781456954,0.750083453877824,0.446666666666667,0.64,"External"
"Weak_Password","Forward","Circular","Email",4.72,8.15,94.02,0,9.46,7.75,0.785430463576159,0.934683431623456,0.794444444444445,0.86,"Internal"
"Insider_Attack","Forward","Random","USB",9.19,6.93,32.78,1,5.7,6.02,0.556291390728477,0.253254701235117,0.658888888888889,0.6,"Internal"
"Hacker_Human","Upward","Hybrid","USB",4.74,5.25,78.68,0,2.78,5.9,0.540397350993378,0.763992433515077,0.472222222222222,0.66,"External"
"Malware","Upward","Linear","Network",5.99,6.01,58.88,0,5.57,5.91,0.541721854304636,0.543674196060977,0.556666666666667,0.64,"External"
"Malware","Backward","Hybrid","Internal_System",1.06,4.05,95.97,1,1.26,5.09,0.433112582781457,0.956381439857572,0.338888888888889,0.63,"External"
"Hacker_AI","Cross","Hybrid","Email",1.06,5.6,97.3,0,1.24,5.45,0.480794701986755,0.97118059419161,0.511111111111111,0.69,"External"
"Data_Leak","Forward","Random","Network",4.67,8.87,34.09,1,2.26,4.76,0.389403973509934,0.267831311894959,0.874444444444444,0.58,"Internal"
"Weak_Password","Cross","Random","USB",7.69,2.95,77.06,1,2.38,6.22,0.582781456953642,0.745966395905196,0.216666666666667,0.63,"Internal"
"Insider_Attack","Upward","Random","Network",2.73,4.14,42,0,3.35,3.66,0.243708609271523,0.355847335039502,0.348888888888889,0.44,"Internal"
"Insider_Attack","Upward","Hybrid","Network",5.59,4.77,25.52,1,6.75,4.33,0.332450331125828,0.172471347501947,0.418888888888889,0.45,"Internal"
"Hacker_Human","Downward","Hybrid","Email",2.98,9.48,29.66,1,4.74,4.45,0.348344370860927,0.218537888060532,0.942222222222222,0.57,"External"
"Data_Leak","Backward","Random","Cloud",4.17,5.36,50.27,1,1.34,4.47,0.350993377483444,0.447869144319573,0.484444444444444,0.53,"Internal"
"Malware","Forward","Hybrid","Email",2.43,3.24,81.01,0,9.64,5.58,0.498013245033113,0.789918771558919,0.248888888888889,0.61,"External"
"Malware","Forward","Hybrid","USB",6.42,7.27,41.26,0,1.66,5.2,0.447682119205298,0.347613219094247,0.696666666666667,0.59,"External"
"Weak_Password","Forward","Hybrid","Network",9.06,7.91,91.38,0,9.27,8.88,0.935099337748345,0.905307666629576,0.767777777777778,0.91,"Internal"
"Hacker_Human","Backward","Circular","Internal_System",1.92,1.82,22.85,1,1.52,2.01,0.0251655629139073,0.142761766996773,0.0911111111111111,0.26,"External"
"Insider_Attack","Downward","Circular","Network",1.66,1.24,27.84,0,3.67,2.23,0.0543046357615894,0.19828641370869,0.0266666666666667,0.27,"Internal"
"Weak_Password","Cross","Linear","Email",5.64,2.91,19.39,0,7.16,3.77,0.258278145695364,0.104261711360855,0.212222222222222,0.37,"Internal"
"Weak_Password","Downward","Random","Email",2.29,1.94,34.96,1,3.8,2.85,0.136423841059603,0.277511961722488,0.104444444444444,0.33,"Internal"
"Weak_Password","Cross","Linear","Cloud",4.47,8.97,79.13,1,1.01,6.4,0.606622516556292,0.768999666184489,0.885555555555556,0.77,"Internal"
"Misconfiguration","Cross","Hybrid","Internal_System",3.27,3.17,21.9,0,7.6,3.25,0.189403973509934,0.13219094247246,0.241111111111111,0.35,"Internal"
"Malware","Backward","Linear","USB",3.12,6.73,31.36,0,5.3,4.07,0.298013245033113,0.237454100367197,0.636666666666667,0.49,"External"
"Malware","Cross","Hybrid","USB",9.97,1.46,61.66,1,4.19,6.17,0.576158940397351,0.574607766774229,0.0511111111111111,0.56,"External"
"Misconfiguration","Forward","Linear","Cloud",7.62,7.77,75.71,0,4.14,7.28,0.72317880794702,0.730944697896962,0.752222222222222,0.79,"Internal"
"Unpatched_System","Forward","Hybrid","Internal_System",4.53,9.9,71.58,0,8.2,7.02,0.688741721854305,0.684989429175476,0.988888888888889,0.81,"Internal"
"Data_Leak","Cross","Random","USB",8.09,9.47,98.74,1,2.5,8.52,0.887417218543046,0.987203738733726,0.941111111111111,0.94,"Internal"
"Virus","Forward","Circular","Email",9.18,5.03,58.34,1,3.11,6.4,0.606622516556292,0.537665516857683,0.447777777777778,0.64,"External"
"Misconfiguration","Upward","Circular","Cloud",8.46,7.2,86.84,1,2.07,7.66,0.773509933774835,0.85479025258707,0.688888888888889,0.82,"Internal"
"Data_Leak","Forward","Linear","Email",6.59,1.61,76.36,1,1.53,5.51,0.488741721854305,0.738177367308334,0.0677777777777778,0.56,"Internal"
"Hacker_Human","Upward","Linear","Internal_System",8.54,6.15,34.11,1,5.29,5.69,0.512582781456954,0.268053855569155,0.572222222222222,0.57,"External"
"Misconfiguration","Cross","Random","Network",6.16,1.29,88.6,0,5,6.15,0.573509933774835,0.874374095916324,0.0322222222222222,0.61,"Internal"
"Data_Leak","Forward","Linear","Email",1.23,3.33,79.94,0,4.45,4.68,0.378807947019868,0.778012684989429,0.258888888888889,0.56,"Internal"
"Hacker_AI","Forward","Hybrid","Email",4.5,5.64,60.16,0,6.55,5.54,0.49271523178808,0.557916991209525,0.515555555555556,0.61,"External"
"Misconfiguration","Upward","Linear","Email",3.88,3.48,18.31,1,1.67,2.76,0.124503311258278,0.0922443529542673,0.275555555555556,0.32,"Internal"
"Malware","Downward","Random","USB",1.89,7.45,94.36,0,2.98,6.13,0.570860927152318,0.938466674084789,0.716666666666667,0.76,"External"
"Data_Leak","Cross","Circular","Internal_System",7.76,5.5,16.46,0,4.55,4.54,0.360264900662252,0.0716590630911316,0.5,0.46,"Internal"
"Unpatched_System","Cross","Circular","Network",7.77,5.04,75.5,1,2.17,6.58,0.63046357615894,0.728607989317904,0.448888888888889,0.69,"Internal"
"Unpatched_System","Upward","Linear","Cloud",5.59,9.67,80.55,0,4.6,7.29,0.724503311258278,0.784800267052409,0.963333333333333,0.84,"Internal"
"Virus","Cross","Circular","Network",3.31,4.58,57.01,1,5.63,4.75,0.388079470198676,0.522866362523645,0.397777777777778,0.54,"External"
"Data_Leak","Upward","Circular","USB",8.41,7.88,51.09,1,1.27,6.27,0.589403973509934,0.456993434961611,0.764444444444444,0.68,"Internal"
"Data_Leak","Upward","Random","USB",1.13,9.86,88.03,1,4.93,6.33,0.597350993377484,0.868031601201736,0.984444444444444,0.81,"Internal"
"Phishing","Backward","Linear","Internal_System",7.99,5.64,99.1,1,3.68,7.86,0.8,0.991209524869256,0.515555555555556,0.82,"External"
"Hacker_AI","Cross","Random","USB",1.17,4.12,15.26,0,3.58,2.14,0.0423841059602649,0.058306442639368,0.346666666666667,0.3,"External"
"Malware","Backward","Hybrid","Cloud",3.47,2.38,72.07,0,3.75,4.77,0.390728476821192,0.690441749193279,0.153333333333333,0.53,"External"
"Virus","Upward","Hybrid","Cloud",7.82,3.36,89.08,1,6.52,7.23,0.716556291390729,0.879715144097029,0.262222222222222,0.72,"External"
"Malware","Downward","Hybrid","Internal_System",3.76,2.14,24.07,1,2.15,2.73,0.120529801324503,0.156336931122733,0.126666666666667,0.3,"External"
"Hacker_AI","Backward","Random","Network",3.94,7.26,95.33,1,5.61,7.01,0.687417218543046,0.949260042283298,0.695555555555555,0.8,"External"
"Weak_Password","Downward","Linear","Email",5.43,6.03,28.58,1,3.76,4.35,0.335099337748344,0.206520529653945,0.558888888888889,0.49,"Internal"
"Misconfiguration","Downward","Random","Internal_System",4.23,6.58,63.75,1,7.98,5.93,0.544370860927152,0.597863580727718,0.62,0.66,"Internal"
"Data_Leak","Downward","Linear","Cloud",7.75,9.29,39.22,0,9.5,6.7,0.64635761589404,0.324913764326249,0.921111111111111,0.71,"Internal"
"Insider_Attack","Forward","Circular","Network",5.72,7.27,63.42,0,4.35,6.14,0.572185430463576,0.594191610103483,0.696666666666667,0.69,"Internal"
"Virus","Forward","Circular","Internal_System",2.57,6.97,68.84,0,2.39,5.16,0.442384105960265,0.654500945810615,0.663333333333333,0.64,"External"
"Virus","Forward","Linear","Email",3.79,3.92,43.8,0,3.41,4.01,0.290066225165563,0.375876265717147,0.324444444444444,0.46,"External"
"Hacker_Human","Cross","Circular","Email",9.76,3.33,38.04,1,4.79,5.59,0.499337748344371,0.311783687548681,0.258888888888889,0.51,"External"
"Phishing","Forward","Hybrid","Email",8.04,6.94,66.72,0,6,7.07,0.695364238410596,0.630911316345833,0.66,0.74,"External"
"Unpatched_System","Forward","Random","Network",4.6,2.47,66.94,0,7.91,5.34,0.466225165562914,0.63335929676199,0.163333333333333,0.55,"Internal"
"Unpatched_System","Downward","Circular","USB",7.15,2.97,64.72,1,6.45,5.97,0.549668874172185,0.608656948926227,0.218888888888889,0.59,"Internal"
"Malware","Backward","Random","Cloud",1.74,7.56,24.25,1,4.06,3.41,0.210596026490066,0.158339824190497,0.728888888888889,0.46,"External"
"Malware","Upward","Circular","Email",5.1,4.24,56.07,0,5.92,5.21,0.449006622516556,0.51240680983643,0.36,0.55,"External"
"Malware","Cross","Linear","Email",5.95,3.94,92.01,0,6.08,6.86,0.667549668874172,0.912317792366752,0.326666666666667,0.71,"External"
"Unpatched_System","Upward","Linear","Internal_System",1.92,6.14,68.43,0,8.12,5.35,0.467549668874172,0.649938800489596,0.571111111111111,0.63,"Internal"
"Hacker_AI","Cross","Hybrid","Cloud",8.27,5.11,68.78,0,8.1,7.06,0.694039735099338,0.653833314788027,0.456666666666667,0.7,"External"
"Misconfiguration","Downward","Circular","Internal_System",1.96,7.15,74.51,1,7.75,5.77,0.52317880794702,0.717592077445199,0.683333333333333,0.69,"Internal"
"Hacker_AI","Forward","Random","Internal_System",2.96,1.2,37.59,1,5.62,3.19,0.181456953642384,0.30677645487927,0.0222222222222222,0.34,"External"
"Hacker_Human","Forward","Hybrid","Cloud",6.12,9.25,58.16,0,9.47,6.96,0.680794701986755,0.535662623789919,0.916666666666667,0.76,"External"
"Data_Leak","Upward","Random","Network",1.33,7.96,20.2,0,9.48,3.75,0.255629139072848,0.113274730165795,0.773333333333333,0.48,"Internal"
"Data_Leak","Forward","Circular","Network",2.05,9.78,62.6,0,3.25,5.4,0.474172185430464,0.585067319461444,0.975555555555556,0.7,"Internal"
"Hacker_Human","Cross","Circular","Email",2.72,8.97,65.8,1,8.06,6.05,0.560264900662252,0.620674307332814,0.885555555555556,0.73,"External"
"Hacker_Human","Backward","Circular","USB",3.53,3.56,73.98,1,5.32,5.26,0.455629139072848,0.711694670079003,0.284444444444444,0.58,"External"
"Virus","Forward","Linear","Network",2.08,8.77,86.87,1,3.37,6.19,0.578807947019868,0.855124068098364,0.863333333333333,0.78,"External"
"Data_Leak","Backward","Random","Internal_System",1.99,3.27,57.14,1,4.04,3.94,0.280794701986755,0.52431289640592,0.252222222222222,0.47,"Internal"
"Insider_Attack","Backward","Linear","Cloud",9.58,5.9,47.17,1,6.38,6.58,0.63046357615894,0.413374874819183,0.544444444444445,0.64,"Internal"
"Phishing","Forward","Circular","Network",8.39,2.42,34.61,1,3.89,4.77,0.390728476821192,0.273617447424057,0.157777777777778,0.44,"External"
"Virus","Downward","Linear","Internal_System",3.54,4.59,19.59,0,2.85,3.05,0.162913907284768,0.106487148102815,0.398888888888889,0.37,"External"
"Hacker_Human","Backward","Linear","Cloud",9.52,5.95,12.65,1,3.61,4.91,0.409271523178808,0.029264493156782,0.55,0.48,"External"
"Data_Leak","Upward","Random","Network",5.94,3.43,17.05,1,5.57,3.71,0.250331125827815,0.0782241014799154,0.27,0.37,"Internal"
"Weak_Password","Forward","Random","Network",1.19,3.22,15.49,1,8.63,2.48,0.0874172185430464,0.0608656948926227,0.246666666666667,0.3,"Internal"
"Virus","Backward","Circular","USB",4.53,3.96,47.24,0,2.59,4.3,0.328476821192053,0.414153777678869,0.328888888888889,0.48,"External"
"Hacker_Human","Backward","Circular","USB",4.62,7.42,73.53,0,3.79,6.19,0.578807947019868,0.706687437409592,0.713333333333333,0.72,"External"
"Hacker_AI","Upward","Hybrid","Network",8.74,7.1,85.06,0,7.14,8.16,0.839735099337748,0.834983865583621,0.677777777777778,0.84,"External"
"Virus","Backward","Hybrid","Email",8.38,3.65,54.51,1,2.13,5.64,0.505960264900662,0.495048403249138,0.294444444444444,0.56,"External"
"Weak_Password","Cross","Random","Cloud",9.45,8.45,41.02,0,1.6,6.33,0.597350993377484,0.344942695003895,0.827777777777778,0.67,"Internal"
"Data_Leak","Cross","Linear","USB",1.47,3.68,40.43,0,9.02,3.7,0.249006622516556,0.338377656615111,0.297777777777778,0.43,"Internal"
"Virus","Cross","Circular","Cloud",2.73,1.58,94.43,1,4.5,5.36,0.468874172185431,0.939245576944475,0.0644444444444445,0.59,"External"
"Insider_Attack","Upward","Linear","Cloud",2.22,4.58,65.14,1,7.61,4.95,0.414569536423841,0.613330366084344,0.397777777777778,0.57,"Internal"
"Weak_Password","Upward","Linear","Internal_System",2.56,5.65,87.54,0,5.33,5.93,0.544370860927152,0.862579281183932,0.516666666666667,0.69,"Internal"
"Unpatched_System","Downward","Circular","Cloud",3.7,5.03,10.04,0,6.25,3.14,0.174834437086093,0.000222543674196056,0.447777777777778,0.36,"Internal"
"Hacker_Human","Cross","Random","Email",4.42,4.58,91.92,0,9.75,6.89,0.671523178807947,0.91131634583287,0.397777777777778,0.73,"External"
"Virus","Downward","Random","Email",5.76,9.6,46.76,1,3.4,5.86,0.535099337748345,0.408812729498164,0.955555555555555,0.69,"External"
"Malware","Backward","Hybrid","Network",9.92,2.49,87.77,1,2.25,7.21,0.713907284768212,0.865138533437187,0.165555555555556,0.69,"External"
"Malware","Backward","Linear","Cloud",1.08,8.75,12.64,1,6.79,3.26,0.190728476821192,0.029153221319684,0.861111111111111,0.45,"External"
"Unpatched_System","Cross","Linear","Email",5.25,6.91,92.13,0,7.71,7.41,0.740397350993378,0.913653054411928,0.656666666666667,0.81,"Internal"
"Unpatched_System","Downward","Hybrid","Email",3.31,8.2,87.83,0,3.05,6.45,0.613245033112583,0.865806164459775,0.8,0.78,"Internal"
"Misconfiguration","Upward","Linear","Internal_System",6.51,4.87,50.64,1,1.02,5.05,0.427814569536424,0.4519862022922,0.43,0.55,"Internal"
"Insider_Attack","Forward","Hybrid","Internal_System",6.92,6.22,48.51,1,6.09,5.87,0.536423841059603,0.428285300990319,0.58,0.62,"Internal"
"Phishing","Backward","Random","Cloud",2.54,5.2,72.72,1,9.79,5.69,0.512582781456954,0.697674418604651,0.466666666666667,0.64,"External"
"Hacker_AI","Forward","Random","Network",3.43,4.95,45.22,1,7.37,4.56,0.362913907284768,0.391676866585067,0.438888888888889,0.51,"External"
"Hacker_Human","Cross","Linear","USB",5.98,8.49,52.51,1,8.58,6.45,0.613245033112583,0.472794035829531,0.832222222222222,0.71,"External"
"Hacker_AI","Cross","Random","Cloud",4.25,6.95,54.21,1,9.33,5.77,0.52317880794702,0.491710248136197,0.661111111111111,0.64,"External"
"Virus","Cross","Hybrid","Email",1.79,9.33,34.6,1,7.71,4.56,0.362913907284768,0.273506175586959,0.925555555555556,0.58,"External"
"Hacker_AI","Cross","Linear","Cloud",2.42,9.21,87.1,0,5.49,6.6,0.633112582781457,0.857683320351619,0.912222222222222,0.81,"External"
"Virus","Cross","Random","Network",9.7,2.71,11.04,0,5.35,4.43,0.345695364238411,0.0113497273839991,0.19,0.38,"External"
"Weak_Password","Upward","Circular","USB",4.01,4.71,65.06,0,1.04,4.85,0.401324503311258,0.61244019138756,0.412222222222222,0.57,"Internal"
"Malware","Upward","Circular","Internal_System",8.67,5.71,48.38,0,2.71,5.95,0.547019867549669,0.426838767108045,0.523333333333333,0.61,"External"
"Hacker_Human","Upward","Linear","Network",1.09,8.08,92.8,0,6.43,6.3,0.593377483443709,0.921108267497496,0.786666666666667,0.78,"External"
"Data_Leak","Upward","Circular","Internal_System",4.43,6.28,86.9,1,8.66,6.93,0.67682119205298,0.855457883609658,0.586666666666667,0.76,"Internal"
"Weak_Password","Forward","Hybrid","Email",3.2,5.73,56.2,0,3.34,4.69,0.380132450331126,0.513853343718705,0.525555555555556,0.56,"Internal"
"Virus","Downward","Hybrid","Network",4.76,4.84,45.3,1,5.72,4.78,0.39205298013245,0.392567041281852,0.426666666666667,0.52,"External"
"Hacker_AI","Downward","Hybrid","Email",4.02,7.52,46.16,1,5.14,5.07,0.43046357615894,0.402136419272282,0.724444444444444,0.6,"External"
"Phishing","Forward","Random","Network",1.82,5.79,51.35,0,4.92,4.25,0.321854304635762,0.45988650272616,0.532222222222222,0.53,"External"
"Misconfiguration","Downward","Circular","USB",2.33,6.5,68.52,0,7.22,5.46,0.482119205298013,0.650940247023478,0.611111111111111,0.65,"Internal"
"Hacker_AI","Backward","Hybrid","USB",9.18,8.37,67.62,0,9.26,8.06,0.826490066225166,0.640925781684656,0.818888888888889,0.82,"External"
"Weak_Password","Downward","Random","Network",7.82,3.53,65.87,1,5.31,6.22,0.582781456953642,0.6214532101925,0.281111111111111,0.61,"Internal"
"Hacker_Human","Backward","Linear","Internal_System",6.34,4.03,17.44,0,1.66,3.57,0.231788079470199,0.0825637031267386,0.336666666666667,0.38,"External"
"Phishing","Upward","Hybrid","Cloud",7.94,7.08,10.92,0,5.39,4.77,0.390728476821192,0.0100144653388227,0.675555555555556,0.49,"External"
"Unpatched_System","Cross","Circular","Email",4.82,4.24,88.64,1,7.7,6.61,0.634437086092715,0.874819183264716,0.36,0.7,"Internal"
"Malware","Forward","Hybrid","Network",5.19,1.24,90.31,1,9.03,6.32,0.596026490066225,0.893401580060087,0.0266666666666667,0.62,"External"
"Data_Leak","Upward","Circular","Internal_System",5.6,3.23,40.24,0,8.15,4.75,0.388079470198676,0.336263491710248,0.247777777777778,0.47,"Internal"
"Misconfiguration","Cross","Hybrid","Email",7.81,6.65,40.03,1,4.98,5.77,0.52317880794702,0.33392678313119,0.627777777777778,0.6,"Internal"
"Data_Leak","Upward","Random","Internal_System",1.98,1.74,92.2,1,2.1,4.84,0.4,0.914431957271615,0.0822222222222222,0.56,"Internal"
"Misconfiguration","Backward","Linear","Internal_System",5.49,6.03,63.02,1,7.87,6.16,0.574834437086093,0.589740736619562,0.558888888888889,0.66,"Internal"
"Weak_Password","Forward","Circular","Network",6.54,7.59,78.58,1,3.7,6.99,0.68476821192053,0.762879715144097,0.732222222222222,0.77,"Internal"
"Misconfiguration","Cross","Hybrid","Email",5.72,6.36,79.96,1,8.54,7.04,0.691390728476821,0.778235228663625,0.595555555555556,0.75,"Internal"
"Malware","Upward","Circular","USB",5.24,5.39,86.87,1,2.1,6.33,0.597350993377484,0.855124068098364,0.487777777777778,0.71,"External"
"Data_Leak","Forward","Random","Email",8.48,4.45,57.33,1,5.21,6.25,0.586754966887417,0.526427061310782,0.383333333333333,0.62,"Internal"
"Misconfiguration","Forward","Hybrid","USB",8.04,3.85,79.07,1,2.84,6.63,0.637086092715232,0.7683320351619,0.316666666666667,0.67,"Internal"
"Unpatched_System","Downward","Hybrid","Cloud",9.82,8.28,30.65,0,4.35,6.26,0.588079470198676,0.229553799933237,0.808888888888889,0.64,"Internal"
"Unpatched_System","Forward","Hybrid","Cloud",9.11,4.75,37.89,0,8.03,6,0.55364238410596,0.310114609992211,0.416666666666667,0.57,"Internal"
"Virus","Downward","Random","Network",7.19,2.79,86.24,1,2.01,6.37,0.602649006622517,0.848113942361188,0.198888888888889,0.65,"External"
"Weak_Password","Downward","Circular","Internal_System",4.3,7.26,83.42,0,6.56,6.73,0.650331125827815,0.816735284299544,0.695555555555555,0.76,"Internal"
"Virus","Backward","Hybrid","Internal_System",8.45,6.99,84.29,1,3.24,7.63,0.76953642384106,0.826415934127072,0.665555555555556,0.81,"External"
"Insider_Attack","Downward","Random","Network",5.25,8.66,38.57,1,3.74,5.22,0.450331125827815,0.317681094914877,0.851111111111111,0.61,"Internal"
"Hacker_Human","Cross","Linear","Internal_System",5.42,3.32,43.68,1,9.12,4.95,0.414569536423841,0.374541003671971,0.257777777777778,0.49,"External"
"Malware","Upward","Linear","Internal_System",6.41,8.48,92.68,1,7.16,8.04,0.823841059602649,0.91977300545232,0.831111111111111,0.88,"External"
"Data_Leak","Upward","Random","USB",9.34,3.66,66.56,0,4.44,6.64,0.63841059602649,0.629130966952264,0.295555555555556,0.64,"Internal"
"Hacker_Human","Downward","Linear","Internal_System",9.38,7.07,60.07,1,6.84,7.31,0.727152317880795,0.556915544675643,0.674444444444445,0.74,"External"
"Weak_Password","Forward","Circular","Email",6.48,9.04,25.61,1,2.29,5.01,0.422516556291391,0.17347279403583,0.893333333333333,0.58,"Internal"
"Hacker_AI","Downward","Hybrid","Network",9.81,5.03,15.22,0,8.77,5.43,0.478145695364238,0.0578613552909759,0.447777777777778,0.49,"External"
"Malware","Cross","Random","Internal_System",7.72,5.76,11.73,1,4.86,4.42,0.344370860927152,0.0190274841437632,0.528888888888889,0.45,"External"
"Malware","Backward","Circular","Email",4.44,4.82,97.11,1,1.15,6.3,0.593377483443709,0.969066429286747,0.424444444444444,0.72,"External"
"Insider_Attack","Cross","Random","Network",2.49,7.24,13.89,1,1.19,2.87,0.139072847682119,0.0430622009569378,0.693333333333333,0.4,"Internal"
"Unpatched_System","Cross","Linear","Cloud",1.58,5.77,29.92,0,7.06,3.53,0.226490066225166,0.221430955825081,0.53,0.44,"Internal"
"Misconfiguration","Cross","Random","Internal_System",7.57,3.9,29.43,1,8.02,5.03,0.425165562913907,0.215978635807277,0.322222222222222,0.48,"Internal"
"Phishing","Downward","Random","Cloud",5.88,6.85,61.19,1,2.2,5.8,0.527152317880795,0.569377990430622,0.65,0.65,"External"
"Hacker_AI","Cross","Hybrid","Cloud",5.15,6.1,68.91,1,2.07,5.73,0.517880794701987,0.655279848670302,0.566666666666667,0.65,"External"
"Weak_Password","Forward","Random","USB",1.96,7.47,56.57,1,4.61,4.81,0.396026490066225,0.517970401691332,0.718888888888889,0.61,"Internal"
